churn,age,gender,dependents,prod_ct,mo_on_book,mo_inactive_r12,contr_ct_r12,revbal_avg_r12,credlim_avg_r12,opentobuy_avg_r12,utilratio_avg,tx_amt_r12,tx_ct_r12,chng_tx_amt_q4_q1,chng_tx_ct_q4_q1,marstat_Divorced,marstat_Married,marstat_Single,marstat_Unknown,card_Blue,card_Gold,card_Platinum,card_Silver,educ,inc,tx_amt_pertx_r12
0,58,0,2,3,50,2,3,0.0,12362.0,12362.0,0.0,4537.0,72,0.635,0.636,0,1,0,0,1,0,0,0,1,0,63.013888888888886
0,39,0,2,5,29,3,2,722.0,1438.3,716.3,0.502,4983.0,53,0.894,1.12,0,1,0,0,1,0,0,0,2,2,94.01886792452831
0,47,0,4,4,37,3,3,1863.0,3189.0,1326.0,0.584,4805.0,76,0.77,0.949,0,1,0,0,1,0,0,0,3,1,63.223684210526315
0,47,0,2,4,41,2,2,1575.0,2092.0,517.0,0.753,5124.0,70,0.838,0.522,0,0,1,0,1,0,0,0,0,1,73.2
0,37,0,2,3,26,2,3,2517.0,2946.0,429.0,0.854,5259.0,89,0.841,0.78,0,1,0,0,1,0,0,0,1,2,59.08988764044944
0,41,0,4,4,29,3,2,0.0,2430.0,2430.0,0.0,4334.0,71,0.569,0.578,0,0,0,1,1,0,0,0,0,2,61.04225352112676
0,50,0,1,3,36,1,2,1888.0,4143.0,2255.0,0.456,3940.0,74,0.561,0.805,0,1,0,0,1,0,0,0,3,1,53.24324324324324
1,46,0,1,5,35,3,3,461.0,2197.0,1736.0,0.21,1955.0,42,0.636,0.448,0,0,0,1,1,0,0,0,2,0,46.54761904761905
0,53,0,2,5,36,2,3,1761.0,9314.0,7553.0,0.189,3696.0,80,0.562,0.778,0,0,1,0,1,0,0,0,0,0,46.2
1,53,0,4,6,37,2,2,2517.0,3719.0,1202.0,0.677,2587.0,43,0.666,0.536,0,1,0,0,1,0,0,0,5,1,60.16279069767442
1,59,0,0,5,49,2,4,0.0,6996.0,6996.0,0.0,2384.0,33,0.871,0.375,0,1,0,0,1,0,0,0,0,0,72.24242424242425
1,63,1,0,6,47,4,3,0.0,7306.0,7306.0,0.0,2445.0,43,0.875,0.593,0,0,1,0,1,0,0,0,5,0,56.86046511627907
1,41,0,1,3,30,3,1,621.0,2029.0,1408.0,0.306,3142.0,37,1.001,0.85,1,0,0,0,1,0,0,0,5,1,84.91891891891892
1,51,0,1,6,45,3,3,781.0,13199.0,12418.0,0.059,1927.0,44,0.411,0.63,0,1,0,0,0,0,0,1,3,1,43.79545454545455
0,38,0,2,6,29,1,1,1338.0,3304.0,1966.0,0.405,5178.0,79,0.615,0.756,0,1,0,0,1,0,0,0,3,1,65.54430379746836
0,40,0,3,6,30,3,2,2041.0,3125.0,1084.0,0.653,4372.0,68,0.675,0.659,0,1,0,0,1,0,0,0,5,1,64.29411764705883
0,51,0,2,3,40,3,3,1153.0,1438.3,285.3,0.802,4263.0,84,0.866,0.909,0,0,1,0,1,0,0,0,5,1,50.75
0,41,1,5,3,28,2,0,1979.0,2491.0,512.0,0.794,1911.0,35,0.629,0.75,0,0,1,0,1,0,0,0,3,4,54.6
1,58,0,0,5,46,4,2,0.0,1977.0,1977.0,0.0,2341.0,37,0.868,0.37,0,0,1,0,1,0,0,0,1,1,63.270270270270274
1,33,0,2,6,24,2,3,0.0,1806.0,1806.0,0.0,2833.0,43,0.983,0.654,0,0,1,0,1,0,0,0,3,1,65.88372093023256
0,38,0,3,4,22,3,3,1175.0,1938.0,763.0,0.606,4606.0,75,0.85,0.875,0,0,1,0,1,0,0,0,3,1,61.413333333333334
0,42,0,4,4,36,2,3,2002.0,3188.0,1186.0,0.628,4606.0,83,0.825,0.804,0,1,0,0,1,0,0,0,4,1,55.493975903614455
0,44,0,2,6,29,1,2,1505.0,2288.0,783.0,0.658,4396.0,68,0.788,0.659,0,0,1,0,1,0,0,0,1,1,64.6470588235294
0,44,0,1,3,32,3,3,1338.0,1780.0,442.0,0.752,4268.0,87,0.966,0.673,0,0,0,1,1,0,0,0,3,1,49.05747126436781
0,47,0,2,3,42,3,3,1480.0,2373.0,893.0,0.624,4228.0,63,0.631,0.658,0,1,0,0,1,0,0,0,2,0,67.11111111111111
1,41,1,4,1,37,2,2,0.0,23250.0,23250.0,0.0,2205.0,43,0.564,0.654,0,1,0,0,1,0,0,0,0,4,51.27906976744186
1,47,1,3,3,36,3,4,0.0,34516.0,34516.0,0.0,2020.0,33,0.517,0.375,0,0,1,0,1,0,0,0,0,5,61.21212121212121
0,48,1,5,6,42,3,3,1402.0,12882.0,11480.0,0.109,4407.0,84,0.783,0.647,0,1,0,0,1,0,0,0,3,4,52.464285714285715
0,54,1,3,4,39,3,4,798.0,6348.0,5550.0,0.126,4135.0,71,1.042,0.972,0,1,0,0,1,0,0,0,0,3,58.23943661971831
0,59,0,1,5,36,1,3,2486.0,2621.0,135.0,0.948,4955.0,78,0.755,0.733,0,0,0,1,1,0,0,0,3,1,63.52564102564103
1,33,0,2,4,22,2,2,1293.0,1843.0,550.0,0.702,2077.0,61,0.349,0.694,0,0,0,1,1,0,0,0,0,2,34.049180327868854
0,44,0,4,3,31,3,2,0.0,3228.0,3228.0,0.0,4524.0,70,0.747,0.667,0,0,1,0,1,0,0,0,2,1,64.62857142857143
0,43,0,4,5,35,2,2,722.0,2303.0,1581.0,0.314,4469.0,80,0.807,0.778,0,0,1,0,1,0,0,0,3,2,55.8625
0,42,1,2,4,30,2,1,892.0,29195.0,28303.0,0.031,4411.0,67,0.565,0.763,0,0,1,0,1,0,0,0,0,4,65.83582089552239
1,41,0,2,5,36,2,4,1828.0,2990.0,1162.0,0.611,2265.0,41,0.488,0.414,0,1,0,0,1,0,0,0,3,2,55.24390243902439
0,55,0,3,3,42,3,2,2455.0,2873.0,418.0,0.855,4563.0,72,1.0,0.756,0,0,1,0,1,0,0,0,1,2,63.375
0,50,1,0,5,36,1,3,0.0,28253.0,28253.0,0.0,4525.0,67,0.479,0.763,0,1,0,0,1,0,0,0,4,4,67.53731343283582
0,53,0,3,6,45,1,3,0.0,1882.0,1882.0,0.0,5221.0,87,0.8,0.891,0,1,0,0,1,0,0,0,3,0,60.01149425287356
0,33,1,2,6,23,2,2,0.0,1630.0,1630.0,0.0,4426.0,91,0.605,0.784,0,1,0,0,1,0,0,0,1,4,48.637362637362635
0,51,1,2,3,36,1,2,0.0,4546.0,4546.0,0.0,3739.0,53,0.651,0.963,0,0,1,0,1,0,0,0,0,4,70.54716981132076
0,58,0,2,6,46,2,2,1345.0,2395.0,1050.0,0.562,4983.0,84,0.811,0.867,0,0,1,0,1,0,0,0,1,0,59.32142857142857
1,45,1,3,4,36,3,2,0.0,3845.0,3845.0,0.0,2174.0,39,0.595,0.393,0,0,0,1,1,0,0,0,1,4,55.743589743589745
0,56,0,3,4,36,2,2,1362.0,2836.0,1474.0,0.48,4192.0,90,0.661,0.731,0,0,1,0,1,0,0,0,3,1,46.577777777777776
1,44,0,2,3,31,3,3,168.0,1506.0,1338.0,0.112,2312.0,44,0.671,0.467,0,0,1,0,1,0,0,0,1,1,52.54545454545455
0,48,0,5,5,38,3,2,1300.0,1605.0,305.0,0.81,4495.0,67,0.95,0.718,0,0,1,0,1,0,0,0,3,1,67.08955223880596
1,53,1,1,3,36,2,2,0.0,11778.0,11778.0,0.0,2147.0,44,0.603,0.375,0,0,1,0,1,0,0,0,1,4,48.79545454545455
0,55,0,1,5,36,1,1,0.0,2747.0,2747.0,0.0,5032.0,84,0.834,0.68,0,1,0,0,1,0,0,0,1,1,59.904761904761905
0,49,1,3,5,39,3,3,0.0,2501.0,2501.0,0.0,4837.0,87,0.832,0.74,0,1,0,0,1,0,0,0,2,3,55.59770114942529
0,64,1,1,5,52,3,2,2242.0,2563.0,321.0,0.875,3942.0,84,1.114,0.826,0,0,1,0,1,0,0,0,3,1,46.92857142857143
1,47,1,3,3,36,2,4,1544.0,1659.0,115.0,0.931,1920.0,39,0.408,0.345,0,0,1,0,1,0,0,0,0,3,49.23076923076923
0,56,0,2,6,43,3,2,1765.0,3068.0,1303.0,0.575,4611.0,73,0.853,0.698,0,1,0,0,1,0,0,0,0,0,63.16438356164384
0,60,0,0,5,50,3,2,1650.0,3426.0,1776.0,0.482,4467.0,69,0.622,1.029,1,0,0,0,1,0,0,0,2,1,64.73913043478261
1,59,0,1,4,49,3,4,424.0,3214.0,2790.0,0.132,2720.0,53,0.877,0.71,0,0,1,0,1,0,0,0,3,1,51.320754716981135
1,50,1,2,3,31,3,3,321.0,12906.0,12585.0,0.025,2078.0,62,0.76,0.55,0,1,0,0,1,0,0,0,3,4,33.516129032258064
1,59,0,1,3,49,4,6,1091.0,8708.0,7617.0,0.125,2508.0,49,0.904,0.885,0,0,1,0,1,0,0,0,3,0,51.183673469387756
1,52,1,2,6,41,4,3,0.0,7904.0,7904.0,0.0,2094.0,32,0.712,0.231,0,1,0,0,1,0,0,0,0,4,65.4375
0,48,0,2,6,37,2,0,1313.0,4549.0,3236.0,0.289,4782.0,88,0.777,0.66,1,0,0,0,1,0,0,0,5,0,54.34090909090909
1,46,0,3,5,36,2,2,1214.0,1438.3,224.3,0.844,2445.0,39,0.783,0.444,0,1,0,0,1,0,0,0,2,1,62.69230769230769
0,49,0,3,3,36,1,3,1492.0,4476.0,2984.0,0.333,4603.0,87,0.933,0.706,0,1,0,0,1,0,0,0,1,1,52.9080459770115
0,44,0,3,5,38,3,2,1448.0,2002.0,554.0,0.723,3406.0,62,0.734,0.632,1,0,0,0,1,0,0,0,2,0,54.935483870967744
0,40,1,4,3,21,2,3,2066.0,11502.0,9436.0,0.18,4786.0,85,0.889,1.125,0,1,0,0,1,0,0,0,1,4,56.305882352941175
1,44,1,4,4,39,3,2,2517.0,7924.0,5407.0,0.318,2393.0,37,0.663,0.682,0,1,0,0,1,0,0,0,5,5,64.67567567567568
0,39,1,1,4,28,2,2,0.0,16199.0,16199.0,0.0,4254.0,82,0.771,0.673,0,0,1,0,1,0,0,0,3,5,51.8780487804878
0,43,1,2,5,34,3,2,0.0,1452.0,1452.0,0.0,4571.0,72,0.97,0.846,1,0,0,0,1,0,0,0,0,4,63.486111111111114
1,37,0,3,4,18,1,3,0.0,2179.0,2179.0,0.0,2568.0,48,0.725,0.297,0,0,1,0,1,0,0,0,1,0,53.5
1,35,1,3,5,30,3,4,1528.0,13590.0,12062.0,0.112,2137.0,52,0.728,0.486,0,1,0,0,1,0,0,0,5,4,41.09615384615385
1,31,0,1,3,20,1,2,0.0,1695.0,1695.0,0.0,2428.0,43,0.561,0.593,0,0,1,0,1,0,0,0,0,1,56.46511627906977
0,53,0,4,6,46,3,3,1579.0,4430.0,2851.0,0.356,4833.0,82,0.836,0.673,0,1,0,0,1,0,0,0,3,1,58.9390243902439
0,49,0,3,3,35,3,3,2032.0,2919.0,887.0,0.696,4937.0,75,0.654,0.667,0,1,0,0,1,0,0,0,3,1,65.82666666666667
0,49,0,2,3,39,3,3,1035.0,2796.0,1761.0,0.37,4869.0,78,0.664,0.857,0,1,0,0,1,0,0,0,3,1,62.42307692307692
1,41,0,2,3,31,3,3,2137.0,2580.0,443.0,0.828,2981.0,40,1.056,0.481,0,1,0,0,1,0,0,0,3,1,74.525
0,43,1,1,5,31,3,2,1720.0,2834.0,1114.0,0.607,4581.0,70,0.62,0.591,0,0,1,0,1,0,0,0,1,3,65.44285714285714
0,44,0,3,4,24,1,2,1508.0,2617.0,1109.0,0.576,4400.0,60,1.393,0.818,1,0,0,0,1,0,0,0,0,1,73.33333333333333
0,48,0,4,3,41,3,2,1273.0,1522.0,249.0,0.836,5005.0,77,0.735,0.674,0,0,1,0,1,0,0,0,3,1,65.0
1,41,1,4,4,32,2,4,425.0,16509.0,16084.0,0.026,1740.0,43,0.356,0.387,0,0,0,1,0,0,0,1,3,2,40.46511627906977
1,40,1,4,1,32,2,3,1335.0,7316.0,5981.0,0.182,1849.0,50,0.563,0.471,0,0,0,1,1,0,0,0,1,2,36.98
0,44,0,2,5,37,1,2,1742.0,7627.0,5885.0,0.228,4349.0,75,0.771,0.705,0,0,1,0,1,0,0,0,0,0,57.986666666666665
0,44,1,3,4,36,2,3,0.0,9465.0,9465.0,0.0,3675.0,59,0.657,1.107,0,1,0,0,1,0,0,0,0,2,62.28813559322034
0,48,1,3,3,36,1,2,1318.0,8795.0,7477.0,0.15,4681.0,74,0.563,0.682,0,1,0,0,1,0,0,0,2,1,63.25675675675676
1,40,1,2,6,27,2,3,0.0,12283.0,12283.0,0.0,1993.0,41,0.413,0.323,0,0,1,0,1,0,0,0,0,3,48.609756097560975
0,34,0,2,5,20,2,3,1503.0,2715.0,1212.0,0.554,4177.0,68,0.704,0.659,0,0,1,0,1,0,0,0,2,1,61.4264705882353
0,44,0,3,6,25,1,3,2232.0,19897.0,17665.0,0.112,3979.0,63,0.672,0.5,0,1,0,0,1,0,0,0,0,0,63.15873015873016
0,44,0,2,5,36,2,2,1224.0,2097.0,873.0,0.584,5059.0,79,0.819,0.681,0,0,1,0,1,0,0,0,0,1,64.0379746835443
0,41,0,2,3,30,2,2,2270.0,3028.0,758.0,0.75,4727.0,78,0.804,0.66,0,0,1,0,1,0,0,0,3,1,60.6025641025641
0,34,0,2,5,22,2,0,761.0,1695.0,934.0,0.449,4905.0,91,0.797,0.75,0,0,1,0,1,0,0,0,2,1,53.9010989010989
1,41,0,3,6,33,3,5,0.0,1438.3,1438.3,0.0,1813.0,51,0.305,0.759,0,1,0,0,1,0,0,0,3,1,35.549019607843135
0,37,0,1,4,28,3,3,599.0,1438.3,839.3,0.416,5136.0,76,0.897,0.9,0,0,1,0,1,0,0,0,3,1,67.57894736842105
1,55,1,2,5,50,4,3,278.0,24250.0,23972.0,0.011,2153.0,41,0.647,0.577,1,0,0,0,1,0,0,0,0,5,52.51219512195122
0,49,0,2,6,38,3,3,871.0,5076.0,4205.0,0.172,4115.0,72,0.693,0.6,0,0,1,0,1,0,0,0,3,0,57.15277777777778
0,40,0,2,4,27,2,3,1513.0,4438.0,2925.0,0.341,3895.0,75,0.807,0.829,0,0,1,0,1,0,0,0,3,0,51.93333333333333
0,36,0,3,5,36,2,3,0.0,1964.0,1964.0,0.0,4240.0,60,0.776,0.622,0,0,1,0,1,0,0,0,2,1,70.66666666666667
0,53,0,0,4,44,1,1,886.0,1904.0,1018.0,0.465,4798.0,85,0.695,0.809,0,0,1,0,1,0,0,0,1,1,56.44705882352941
0,46,0,1,6,26,3,0,1569.0,2933.0,1364.0,0.535,4956.0,92,0.648,0.673,0,1,0,0,1,0,0,0,3,2,53.869565217391305
0,55,0,0,6,44,1,3,1841.0,18202.0,16361.0,0.101,3551.0,68,0.76,0.7,0,0,1,0,1,0,0,0,3,0,52.220588235294116
0,47,1,5,3,36,3,1,760.0,34516.0,33756.0,0.022,3756.0,67,0.407,0.558,0,1,0,0,0,0,0,1,3,4,56.059701492537314
0,52,0,3,5,44,5,3,2312.0,2421.0,109.0,0.955,4219.0,69,0.674,0.605,0,1,0,0,1,0,0,0,3,1,61.14492753623188
0,44,0,2,3,34,1,2,1491.0,2406.0,915.0,0.62,4625.0,91,0.606,0.685,1,0,0,0,1,0,0,0,5,1,50.824175824175825
0,51,0,2,5,37,1,1,2426.0,2621.0,195.0,0.926,4885.0,74,0.727,1.114,0,0,1,0,1,0,0,0,1,2,66.01351351351352
0,34,0,0,5,26,3,1,0.0,2291.0,2291.0,0.0,5409.0,82,0.892,0.822,0,1,0,0,1,0,0,0,0,1,65.96341463414635
0,46,0,4,6,38,2,0,1179.0,3645.0,2466.0,0.323,4680.0,87,0.559,0.933,0,0,0,1,1,0,0,0,1,2,53.793103448275865
0,37,0,2,4,24,3,1,1730.0,3375.0,1645.0,0.513,4341.0,64,0.514,0.684,0,0,1,0,1,0,0,0,3,2,67.828125
0,47,1,3,5,42,3,2,1433.0,8856.0,7423.0,0.162,5072.0,77,0.811,0.711,0,0,1,0,1,0,0,0,0,5,65.87012987012987
0,36,0,5,3,24,1,1,2093.0,2980.0,887.0,0.702,4132.0,70,0.522,0.667,0,0,1,0,1,0,0,0,0,1,59.02857142857143
0,47,1,3,3,36,3,2,0.0,17656.0,17656.0,0.0,4633.0,71,0.727,0.868,0,0,1,0,1,0,0,0,0,3,65.25352112676056
1,57,0,2,5,50,0,3,0.0,2475.0,2475.0,0.0,2574.0,43,0.823,0.654,0,0,1,0,1,0,0,0,0,1,59.86046511627907
0,46,0,4,3,33,2,2,1711.0,3942.0,2231.0,0.434,4622.0,71,0.61,0.614,0,0,1,0,1,0,0,0,1,1,65.09859154929578
0,57,0,1,4,36,2,3,1289.0,1771.0,482.0,0.728,4813.0,84,0.911,0.867,0,0,1,0,1,0,0,0,3,1,57.29761904761905
1,45,0,3,5,37,2,6,0.0,17678.0,17678.0,0.0,2566.0,49,0.788,0.815,1,0,0,0,1,0,0,0,3,0,52.36734693877551
0,50,1,1,4,43,5,3,0.0,20958.0,20958.0,0.0,4425.0,78,0.769,0.696,0,1,0,0,1,0,0,0,3,5,56.73076923076923
0,53,0,4,4,46,1,2,777.0,4117.0,3340.0,0.189,5218.0,88,0.592,0.6,0,0,1,0,1,0,0,0,3,1,59.29545454545455
0,43,0,2,3,39,1,2,1736.0,18524.0,16788.0,0.094,4496.0,64,0.762,0.882,0,0,1,0,0,0,0,1,3,2,70.25
0,36,1,4,5,26,1,1,1291.0,2222.0,931.0,0.581,4095.0,88,0.988,0.63,0,1,0,0,1,0,0,0,4,1,46.53409090909091
0,56,0,2,5,46,3,3,1778.0,3119.0,1341.0,0.57,4168.0,63,1.01,0.853,0,1,0,0,1,0,0,0,2,1,66.15873015873017
0,46,1,3,5,34,1,2,0.0,1611.0,1611.0,0.0,4444.0,78,0.731,0.857,0,1,0,0,1,0,0,0,2,2,56.97435897435897
1,53,0,1,3,44,3,3,2517.0,4090.0,1573.0,0.615,2016.0,49,0.562,0.69,1,0,0,0,1,0,0,0,3,1,41.142857142857146
0,55,1,0,3,36,3,3,0.0,1467.0,1467.0,0.0,4226.0,74,0.739,0.85,0,0,1,0,1,0,0,0,0,3,57.108108108108105
0,52,0,1,5,46,1,2,1507.0,2442.0,935.0,0.617,4535.0,85,0.631,0.809,0,1,0,0,1,0,0,0,3,2,53.35294117647059
1,53,0,1,3,44,3,3,0.0,1816.0,1816.0,0.0,2474.0,44,0.884,0.692,0,1,0,0,1,0,0,0,1,2,56.22727272727273
0,40,0,3,3,27,3,3,0.0,1438.3,1438.3,0.0,4332.0,78,0.845,0.696,0,0,1,0,1,0,0,0,1,1,55.53846153846154
0,42,1,4,3,35,3,1,1644.0,14958.0,13314.0,0.11,4038.0,68,0.686,0.511,0,0,1,0,1,0,0,0,3,3,59.38235294117647
1,43,0,2,4,25,2,4,0.0,21961.0,21961.0,0.0,2237.0,39,0.653,0.393,0,1,0,0,1,0,0,0,3,0,57.35897435897436
0,40,0,3,5,30,1,2,912.0,1625.0,713.0,0.561,3968.0,73,0.877,0.698,0,0,1,0,1,0,0,0,0,1,54.35616438356164
0,49,0,0,6,36,3,3,2517.0,3007.0,490.0,0.837,4423.0,67,0.853,0.675,0,1,0,0,1,0,0,0,4,1,66.01492537313433
0,47,1,3,3,28,2,2,802.0,11629.0,10827.0,0.069,3752.0,78,0.912,0.902,0,1,0,0,1,0,0,0,0,5,48.1025641025641
1,42,0,2,3,32,3,3,0.0,1507.0,1507.0,0.0,2528.0,41,0.806,0.64,0,0,0,1,1,0,0,0,3,1,61.65853658536585
0,45,0,3,6,36,1,2,1994.0,3111.0,1117.0,0.641,4478.0,56,0.753,0.697,0,0,1,0,1,0,0,0,1,0,79.96428571428571
0,60,1,1,6,54,3,3,1408.0,1848.0,440.0,0.762,4757.0,75,0.779,0.923,0,0,1,0,1,0,0,0,3,2,63.42666666666667
1,44,0,1,3,38,2,5,2517.0,4142.0,1625.0,0.608,2104.0,44,0.809,0.833,0,0,1,0,1,0,0,0,3,2,47.81818181818182
0,46,1,4,6,36,1,2,0.0,1438.3,1438.3,0.0,4461.0,71,0.746,0.821,0,0,1,0,1,0,0,0,1,4,62.83098591549296
0,45,0,4,6,39,2,3,1414.0,2202.0,788.0,0.642,4531.0,77,0.593,0.54,0,0,1,0,1,0,0,0,0,1,58.84415584415584
0,42,1,4,4,36,2,3,1749.0,3591.0,1842.0,0.487,5079.0,80,0.733,0.905,0,1,0,0,1,0,0,0,3,3,63.4875
1,49,1,3,5,43,3,3,0.0,4781.0,4781.0,0.0,2451.0,50,0.788,0.667,0,1,0,0,1,0,0,0,2,5,49.02
0,58,0,0,3,36,3,3,1439.0,3832.0,2393.0,0.376,4741.0,88,0.851,0.76,0,1,0,0,1,0,0,0,0,1,53.875
0,53,1,3,4,44,2,0,1005.0,9025.0,8020.0,0.111,4412.0,87,0.568,0.706,0,1,0,0,1,0,0,0,1,5,50.71264367816092
0,44,1,2,3,28,1,2,0.0,11627.0,11627.0,0.0,3264.0,67,0.638,0.396,0,0,1,0,1,0,0,0,0,2,48.71641791044776
0,61,0,1,6,46,2,2,0.0,5686.0,5686.0,0.0,4338.0,67,1.027,0.675,0,1,0,0,1,0,0,0,2,0,64.74626865671642
0,49,0,1,5,40,1,3,1840.0,2636.0,796.0,0.698,4056.0,67,0.844,0.811,0,1,0,0,1,0,0,0,0,1,60.53731343283582
0,37,0,4,6,36,2,3,0.0,1438.3,1438.3,0.0,4815.0,84,0.568,0.787,0,0,1,0,1,0,0,0,1,1,57.32142857142857
0,43,0,5,6,33,2,2,866.0,4976.0,4110.0,0.174,4317.0,69,0.985,0.568,0,0,1,0,1,0,0,0,1,1,62.56521739130435
0,38,0,3,6,24,3,3,1607.0,13951.0,12344.0,0.115,4576.0,70,0.932,0.591,0,0,1,0,1,0,0,0,1,0,65.37142857142857
0,44,1,4,4,40,3,2,945.0,14370.0,13425.0,0.066,4510.0,79,0.557,0.646,0,0,1,0,1,0,0,0,1,3,57.08860759493671
0,60,1,1,5,49,2,2,0.0,21681.0,21681.0,0.0,3844.0,75,0.704,1.083,0,0,1,0,0,0,0,1,1,2,51.25333333333333
0,59,0,0,5,40,3,3,1644.0,2634.0,990.0,0.624,4190.0,71,1.092,0.732,0,0,1,0,1,0,0,0,4,2,59.014084507042256
0,37,0,2,4,27,1,2,919.0,2204.0,1285.0,0.417,4555.0,82,0.712,1.0,0,0,1,0,1,0,0,0,1,2,55.548780487804876
0,48,0,1,3,36,1,3,1991.0,2447.0,456.0,0.814,4228.0,82,0.719,0.708,0,0,0,1,1,0,0,0,0,2,51.5609756097561
0,60,0,0,3,36,3,2,0.0,3068.0,3068.0,0.0,4533.0,79,0.897,0.795,0,0,1,0,1,0,0,0,0,0,57.379746835443036
1,48,0,3,3,43,3,4,0.0,1502.0,1502.0,0.0,2204.0,36,0.529,0.44,0,0,1,0,1,0,0,0,3,1,61.22222222222222
0,39,0,3,5,25,3,3,1604.0,4181.0,2577.0,0.384,3955.0,74,0.659,0.574,0,0,1,0,1,0,0,0,0,0,53.445945945945944
0,52,0,3,4,48,2,2,1103.0,3136.0,2033.0,0.352,4528.0,81,0.812,0.884,0,1,0,0,1,0,0,0,1,1,55.901234567901234
0,42,0,4,4,35,2,2,1700.0,4478.0,2778.0,0.38,3879.0,76,0.655,1.235,0,1,0,0,1,0,0,0,1,1,51.03947368421053
1,60,0,1,3,50,6,3,0.0,7359.0,7359.0,0.0,2869.0,43,0.768,0.433,0,0,1,0,1,0,0,0,0,0,66.72093023255815
0,52,1,4,3,46,3,2,0.0,13090.0,13090.0,0.0,3851.0,78,0.75,1.0,0,0,1,0,1,0,0,0,3,2,49.37179487179487
0,44,0,1,6,35,2,2,0.0,6849.0,6849.0,0.0,3770.0,82,0.736,0.864,0,1,0,0,1,0,0,0,1,2,45.97560975609756
0,36,0,4,5,36,3,0,1886.0,4228.0,2342.0,0.446,4356.0,74,1.076,0.682,0,1,0,0,1,0,0,0,0,1,58.86486486486486
0,49,0,3,3,36,3,2,2082.0,5678.0,3596.0,0.367,5092.0,70,0.83,0.707,0,1,0,0,1,0,0,0,3,2,72.74285714285715
0,42,0,2,3,31,5,2,1218.0,3964.0,2746.0,0.307,4580.0,75,0.593,1.419,0,1,0,0,1,0,0,0,1,1,61.06666666666667
1,48,1,3,5,37,2,4,2434.0,7970.0,5536.0,0.305,1263.0,27,0.406,0.35,0,1,0,0,1,0,0,0,3,4,46.77777777777778
0,36,0,0,5,26,3,3,0.0,4692.0,4692.0,0.0,4281.0,69,0.837,0.643,0,0,0,1,1,0,0,0,2,0,62.04347826086956
1,45,0,3,3,32,2,2,0.0,1942.0,1942.0,0.0,1853.0,31,0.366,0.107,1,0,0,0,1,0,0,0,0,1,59.774193548387096
1,40,1,4,1,28,2,3,894.0,5821.0,4927.0,0.154,2011.0,42,0.461,0.273,1,0,0,0,1,0,0,0,3,2,47.88095238095238
0,48,0,4,4,43,1,3,1462.0,2357.0,895.0,0.62,4534.0,75,0.734,1.027,0,0,0,1,1,0,0,0,4,1,60.45333333333333
0,54,0,0,3,36,1,2,696.0,8294.0,7598.0,0.084,4136.0,77,0.806,1.2,0,1,0,0,1,0,0,0,0,0,53.714285714285715
0,32,0,3,4,26,3,3,2084.0,3174.0,1090.0,0.657,4508.0,83,0.636,1.075,0,1,0,0,1,0,0,0,4,2,54.31325301204819
0,34,0,3,4,36,3,3,0.0,1438.3,1438.3,0.0,4302.0,74,0.734,0.762,0,0,1,0,1,0,0,0,0,1,58.13513513513514
0,46,0,2,6,31,1,2,1428.0,1852.0,424.0,0.771,4486.0,61,0.795,0.848,1,0,0,0,1,0,0,0,2,1,73.54098360655738
1,47,1,3,4,39,3,1,457.0,1809.0,1352.0,0.253,2169.0,49,0.703,0.485,0,0,1,0,1,0,0,0,0,2,44.265306122448976
0,48,0,1,4,38,1,2,1572.0,3503.0,1931.0,0.449,4671.0,93,0.866,0.632,1,0,0,0,1,0,0,0,3,2,50.225806451612904
0,52,1,5,4,39,2,2,868.0,17835.0,16967.0,0.049,4258.0,58,0.723,0.657,0,0,1,0,0,0,0,1,5,2,73.41379310344827
0,45,1,2,6,36,2,3,1458.0,3383.0,1925.0,0.431,4897.0,75,0.678,0.562,0,1,0,0,1,0,0,0,0,5,65.29333333333334
0,46,0,4,4,39,2,3,1457.0,7128.0,5671.0,0.204,3534.0,70,0.553,0.591,0,0,1,0,1,0,0,0,0,1,50.48571428571429
0,36,0,1,5,22,2,3,790.0,1438.3,648.3,0.549,3959.0,59,0.615,0.735,0,1,0,0,1,0,0,0,3,1,67.10169491525424
0,42,0,3,6,33,3,2,1190.0,3815.0,2625.0,0.312,4430.0,94,0.852,0.741,0,1,0,0,1,0,0,0,1,1,47.12765957446808
0,39,0,3,3,27,3,2,962.0,1902.0,940.0,0.506,4203.0,69,0.534,0.725,0,1,0,0,1,0,0,0,3,1,60.91304347826087
0,43,0,1,5,36,2,3,1254.0,2077.0,823.0,0.604,4226.0,75,0.821,1.143,1,0,0,0,1,0,0,0,0,1,56.346666666666664
1,48,0,2,4,36,3,4,2090.0,2514.0,424.0,0.831,2603.0,53,0.842,0.606,0,1,0,0,1,0,0,0,5,1,49.113207547169814
0,56,1,4,4,40,3,3,0.0,34516.0,34516.0,0.0,4714.0,82,0.846,0.745,0,0,1,0,1,0,0,0,1,4,57.48780487804878
0,45,0,5,3,38,3,0,1492.0,2144.0,652.0,0.696,3859.0,55,0.96,0.571,0,0,1,0,1,0,0,0,3,1,70.16363636363636
0,65,0,0,3,56,3,2,2517.0,5951.0,3434.0,0.423,4554.0,83,0.787,0.694,0,0,1,0,1,0,0,0,1,1,54.86746987951807
0,54,0,3,3,36,5,3,0.0,4806.0,4806.0,0.0,4674.0,87,0.827,0.74,1,0,0,0,1,0,0,0,1,0,53.724137931034484
